event,period,play_clock,home_score,away_score,margin,player_name,player_team,home_team,away_team,wall_clock
SP,1,12:00,0,0,0,,,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Chet Holmgren,OKC,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Josh Giddey,OKC,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Jalen Williams,OKC,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Luguentz Dort,OKC,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Brook Lopez,MIL,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Giannis Antetokounmpo,MIL,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Damian Lillard,MIL,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Khris Middleton,MIL,MIL,OKC,7:11 PM
IN,1,12:00,0,0,0,Malik Beasley,MIL,MIL,OKC,7:11 PM
JM,1,12:00,0,0,0,Brook Lopez,MIL,MIL,OKC,7:11 PM
AS,1,11:46,0,2,2,Khris Middleton,MIL,MIL,OKC,7:12 PM
2MA,1,11:46,0,2,2,Brook Lopez,MIL,MIL,OKC,7:12 PM
VI,1,11:46,0,2,2,Chet Holmgren,OKC,MIL,OKC,7:12 PM
3MI,1,11:35,0,2,2,Chet Holmgren,OKC,MIL,OKC,7:12 PM
DR,1,11:32,0,2,2,Giannis Antetokounmpo,MIL,MIL,OKC,7:12 PM
3MI,1,11:21,0,2,2,Damian Lillard,MIL,MIL,OKC,7:12 PM
DR,1,11:18,0,2,2,Josh Giddey,OKC,MIL,OKC,7:12 PM
2MA,1,11:10,2,2,TIE,Josh Giddey,OKC,MIL,OKC,7:12 PM
TO,1,11:00,2,2,TIE,Khris Middleton,MIL,MIL,OKC,7:13 PM
AS,1,10:47,4,2,-2,Josh Giddey,OKC,MIL,OKC,7:13 PM
2MA,1,10:47,4,2,-2,Jalen Williams,OKC,MIL,OKC,7:13 PM
2MI,1,10:37,4,2,-2,Damian Lillard,MIL,MIL,OKC,7:13 PM
DR,1,10:35,4,2,-2,Luguentz Dort,OKC,MIL,OKC,7:13 PM
3MI,1,10:31,4,2,-2,Jalen Williams,OKC,MIL,OKC,7:13 PM
DR,1,10:28,4,2,-2,Giannis Antetokounmpo,MIL,MIL,OKC,7:13 PM
AS,1,10:21,4,4,TIE,Khris Middleton,MIL,MIL,OKC,7:13 PM
2MA,1,10:21,4,4,TIE,Giannis Antetokounmpo,MIL,MIL,OKC,7:13 PM
2MI,1,10:08,4,4,TIE,Chet Holmgren,OKC,MIL,OKC,7:14 PM
DR,1,10:05,4,4,TIE,Khris Middleton,MIL,MIL,OKC,7:14 PM
TO,1,10:03,4,4,TIE,Malik Beasley,MIL,MIL,OKC,7:14 PM
3MI,1,9:47,4,4,TIE,Luguentz Dort,OKC,MIL,OKC,7:14 PM
DR,1,9:43,4,4,TIE,Giannis Antetokounmpo,MIL,MIL,OKC,7:14 PM
TO,1,9:38,4,4,TIE,Khris Middleton,MIL,MIL,OKC,7:14 PM
FD,1,9:30,4,4,TIE,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:15 PM
FL,1,9:30,4,4,TIE,Malik Beasley,MIL,MIL,OKC,7:15 PM
FD,1,9:19,4,4,TIE,Jalen Williams,OKC,MIL,OKC,7:16 PM
FL,1,9:19,4,4,TIE,Khris Middleton,MIL,MIL,OKC,7:16 PM
3MI,1,9:16,4,4,TIE,Jalen Williams,OKC,MIL,OKC,7:16 PM
DR,1,9:13,4,4,TIE,Damian Lillard,MIL,MIL,OKC,7:16 PM
3MI,1,8:58,4,4,TIE,Khris Middleton,MIL,MIL,OKC,7:16 PM
OR,1,8:56,4,4,TIE,Giannis Antetokounmpo,MIL,MIL,OKC,7:16 PM
3MI,1,8:53,4,4,TIE,Damian Lillard,MIL,MIL,OKC,7:16 PM
OR,1,8:47,4,4,TIE,Giannis Antetokounmpo,MIL,MIL,OKC,7:16 PM
2MA,1,8:47,4,6,2,Giannis Antetokounmpo,MIL,MIL,OKC,7:16 PM
2MA,1,8:39,6,6,TIE,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:17 PM
FD,1,8:39,6,6,TIE,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:17 PM
FL,1,8:39,6,6,TIE,Damian Lillard,MIL,MIL,OKC,7:17 PM
1MA,1,8:39,7,6,-1,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:17 PM
FD,1,8:33,7,6,-1,Malik Beasley,MIL,MIL,OKC,7:17 PM
FL,1,8:33,7,6,-1,Josh Giddey,OKC,MIL,OKC,7:17 PM
2MI,1,8:23,7,6,-1,Brook Lopez,MIL,MIL,OKC,7:17 PM
DR,1,8:20,7,6,-1,Josh Giddey,OKC,MIL,OKC,7:18 PM
AS,1,8:05,10,6,-4,Jalen Williams,OKC,MIL,OKC,7:18 PM
3MA,1,8:05,10,6,-4,Josh Giddey,OKC,MIL,OKC,7:18 PM
AS,1,7:54,10,9,-1,Khris Middleton,MIL,MIL,OKC,7:18 PM
3MA,1,7:54,10,9,-1,Brook Lopez,MIL,MIL,OKC,7:18 PM
AS,1,7:32,12,9,-3,Jalen Williams,OKC,MIL,OKC,7:18 PM
2MA,1,7:32,12,9,-3,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:18 PM
ST,1,7:23,12,9,-3,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:18 PM
TO,1,7:23,12,9,-3,Khris Middleton,MIL,MIL,OKC,7:18 PM
OT,1,7:18,12,9,-3,Giannis Antetokounmpo,MIL,MIL,OKC,7:18 PM
IN,1,7:18,12,9,-3,Bobby Portis,MIL,MIL,OKC,7:18 PM
AS,1,7:18,15,9,-6,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:19 PM
3MA,1,7:18,15,9,-6,Josh Giddey,OKC,MIL,OKC,7:19 PM
TM,1,7:18,15,9,-6,,,MIL,OKC,7:19 PM
BL,1,7:00,15,9,-6,Shai Gilgeous-Alexander,OKC,MIL,OKC,7:22 PM
2MI,1,7:00,15,9,-6,Khris Middleton,MIL,MIL,OKC,7:22 PM
DR,1,6:55,15,9,-6,Chet Holmgren,OKC,MIL,OKC,7:22 PM
AS,1,6:47,17,9,-8,Josh Giddey,OKC,MIL,OKC,7:22 PM
2MA,1,6:47,17,9,-8,Luguentz Dort,OKC,MIL,OKC,7:22 PM
2MA,1,6:37,17,11,-6,Damian Lillard,MIL,MIL,OKC,7:22 PM
3MI,1,6:21,17,11,-6,Luguentz Dort,OKC,MIL,OKC,7:22 PM
TR,1,6:19,17,11,-6,,,MIL,OKC,7:22 PM
OT,1,6:07,17,11,-6,Chet Holmgren,OKC,MIL,OKC,7:22 PM
OT,1,6:07,17,11,-6,Josh Giddey,OKC,MIL,OKC,7:22 PM
IN,1,6:07,17,11,-6,Gordon Hayward,OKC,MIL,OKC,7:22 PM
IN,1,6:07,17,11,-6,Jaylin Williams,OKC,MIL,OKC,7:22 PM
FD,1,6:07,17,11,-6,Damian Lillard,MIL,MIL,OKC,7:23 PM
FL,1,6:07,17,11,-6,Jalen Williams,OKC,MIL,OKC,7:23 PM
AS,1,5:57,17,13,-4,Damian Lillard,MIL,MIL,OKC,7:24 PM
2MA,1,5:57,17,13,-4,Khris Middleton,MIL,MIL,OKC,7:24 PM
2MA,1,5:37,19,13,-6,Jalen Williams,OKC,MIL,OKC,7:24 PM
2MI,1,5:29,19,13,-6,Khris Middleton,MIL,MIL,OKC,7:24 PM
OR,1,5:27,19,13,-6,Khris Middleton,MIL,MIL,OKC,7:24 PM
3MI,1,5:25,19,13,-6,Brook Lopez,MIL,MIL,OKC,7:24 PM
